CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT
70,75,House,Semi-Detached,65,72,241,197,3.3,40,2.7,65,43,500,436,119,98,81.93,Single,Y,NO DATA!,,,2107,100,double glazing installed during or after 2002,Normal,0,5,5,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.6,0,N,natural,England and Wales: 1930-1949,,
61,70,House,End-Terrace,59,69,260,193,3.6,50,2.7,60,38,584,446,91,92,71.93,Single,Y,NODATA!,,,2106,100,"double glazing, unknown install date",Normal,0,5,5,44,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 44% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.7,0,,natural,England and Wales: 1930-1949,9,4
54,81,Bungalow,Semi-Detached,51,81,421,156,3.3,74,1.3,33,33,547,480,222,64,45,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,2,2,100,0,From main system,Average,Average,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.5,,N,natural,England and Wales: 1950-1966,,
67,68,Flat,Detached,48,50,467,445,3.6,79,3.4,36,36,386,402,180,136,45,dual,N,7th,N,,2401,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,"Electric immersion, off-peak",Average,Poor,(another dwelling below),NO DATA!,N/A,Fully double glazed,Good,Good,"System built, as built, no insulation (assumed)",Very Poor,Very Poor,Portable electric heaters (assumed),N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),0,unheated corridor,7,2.3,,N,"mechanical, extract only",England and Wales: 1967-1975,,
79,81,House,Detached,78,78,147,142,2.4,24,2.3,74,49,307,311,101,101,97.19,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,7,7,50,0,From main system,Very Good,Very Good,"Solid, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 2007 onwards,,
63,70,House,Semi-Detached,57,65,301,248,4,50,3.3,70,35,468,416,105,88,78.72,Single,N,NO DATA!,,,2106,100,"double glazing, unknown install date",Normal,0,5,5,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"System built, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1967-1975,,
84,84,Flat,Detached,85,85,133,133,1.2,20,1.2,33,33,244,244,68,68,56.395,Single,Y,1st,N,3,2303,100,double glazing installed during or after 2002,Normal,0,3,3,100,0,"From main system, plus solar",Good,Very Good,"To external air, insulated",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,Community scheme with CHP,Good,Very Good,"Flat rate charging, programmer and room stat",Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,4.6,2.379,0,Y,"mechanical, extract only",England and Wales: 2007 onwards,,
73,73,House,Semi-Detached,72,72,209,209,2.5,34,2.5,39,39,459,459,96,96,72.088,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,100,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.326,0,N,natural,England and Wales: 1950-1966,,
80,80,Flat,Detached,78,78,248,248,1.3,41.4,1.3,15,15,245,245,57,57,30.41,Single,Y,Ground,N,2,2106,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,2.62,2.4,0,N,natural,England and Wales: 1950-1966,,
86,86,Flat,Mid-Terrace,81,81,153,153,1.3,27,1.3,40,40,58,58,126,126,49.53,dual,N,Ground,Y,,2401,100,double glazing installed during or after 2002,Normal,0,2,2,83,0,"Electric immersion, off-peak",Average,Very Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,Portable electric heaters (assumed),N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,electricity (not community),0,heated corridor,,2.32,0,,natural,England and Wales: 1996-2002,6,5
43,50,House,Semi-Detached,39,44,383,335,9.8,64,8.6,136,70,1182,1077,121,106,140.94,Single,Y,NO DATA!,,,2106,75,double glazing installed before 2002,Normal,0,5,4,5,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Partial double glazing,Poor,Poor,"Sandstone, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, dual fuel (mineral and wood)",N/A,N/A,"Roof room(s), no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 5% of fixed outlets,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.6,0,N,natural,England and Wales: before 1900,,
57,85,House,Semi-Detached,49,82,326,106,5,58,1.7,69,69,712,493,340,77,88,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,0,5,5,80,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.48,,N,natural,England and Wales: 1950-1966,,
66,70,House,Detached,64,68,213,186,3.6,41,3.1,57,45,554,501,116,105,86.94,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,0,5,5,73,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 73% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.35,0,,natural,England and Wales: 1983-1990,11,8
61,62,House,Mid-Terrace,54,55,289,279,5.4,48,5.2,61,61,875,844,124,124,111.03,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,6,6,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.7,0,N,natural,England and Wales: 1900-1929,,
69,82,House,End-Terrace,66,79,227,137,2.9,40,1.8,60,60,523,523,108,72,72,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,78,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.6,,N,natural,England and Wales: 1930-1949,,
74,76,Flat,NO DATA!,77,79,164,149,1.7,31,1.5,32,32,310,293,83,72,53.75,Single,Y,1st,Y,,2106,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,no corridor,,2.34,0,,"mechanical, extract only",England and Wales: 1976-1982,7,7
71,72,House,Mid-Terrace,71,71,208,203,2.8,34.1,2.7,62,39,420,425,87,87,81.01,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,40,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300+mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1930-1949,,
69,70,House,Mid-Terrace,64,65,230,219,4.1,38.5,3.9,48,48,513,488,88,88,116.2,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,8,8,100,0,From main system,Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 200mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.6,0,N,natural,England and Wales: 1900-1929,,
37,41,Bungalow,Semi-Detached,37,40,494,454,6.6,82,6,78,43,1038,997,189,168,80.39,Single,Y,NO DATA!,,,2504,100,"double glazing, unknown install date",Normal,0,3,3,17,0,"From main system, no cylinder thermostat",Poor,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Warm air, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 17% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.52,0,N,natural,England and Wales: 1950-1966,,
75,75,Flat,Detached,82,82,133,133,1.6,21,1.6,48,48,249,249,244,244,74.28,dual,Y,4th,N,10,2303,100,double glazing installed during or after 2002,Normal,0,3,3,100,0,Electric instantaneous at point of use,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,Community scheme,Good,Good,"Flat rate charging, programmer and room stat",Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,heated corridor,,2.27,0,N,natural,England and Wales: 1950-1966,,
59,72,House,Semi-Detached,55,68,290,203,4.3,51,3,102,56,821,829,114,76,84,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,17,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 17% of fixed outlets,Poor,Poor,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
57,76,House,Mid-Terrace,49,70,335,192,4.9,59,2.8,54,54,925,737,114,76,82,Single,Y,NODATA!,,,2102,100,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, with external insulation",Good,Good,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.76,,N,natural,England and Wales: 1900-1929,,
75,83,Maisonette,Semi-Detached,72,81,206,141,2.3,34,1.6,64,34,285,225,118,93,67.7,Single,Y,1st,Y,2,2104,100,double glazing installed before 2002,Normal,1,3,3,12,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 12% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.5,0,N,natural,England and Wales: 1976-1982,,
75,75,House,Mid-Terrace,71,71,194,194,2.9,32,2.9,49,49,477,477,106,106,89.05,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,100,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.45,0,N,natural,England and Wales: 1950-1966,,
68,81,House,Semi-Detached,67,79,220,134,2.9,39,1.8,52,52,574,574,111,73,76,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,3,3,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
60,63,House,Mid-Terrace,58,61,277,257,3.4,53,3.1,69,34,556,542,76,76,63.38,Single,Y,NODATA!,,,2104,100,double glazing installed before 2002,Normal,0,4,4,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.9,0,,natural,England and Wales: 1900-1929,8,0
75,85,House,Mid-Terrace,72,83,159,94,3.5,28,2.1,98,72,614,579,116,79,124,Single,Y,NODATA!,,,2106,100,"double glazing, unknown install date",Normal,1,5,5,64,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, with external insulation",Good,Good,None,N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 64% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.29,,N,natural,England and Wales: 1900-1929,,
70,73,Bungalow,Semi-Detached,64,69,322,283,2.4,54,2.1,23,23,378,348,102,88,44.22,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.36,0,N,natural,England and Wales: 1950-1966,,
72,76,Flat,Mid-Terrace,74,79,197,158,2,34,1.6,85,42,363,310,92,92,57,Single,Y,Ground,N,,2106,100,double glazing installed during or after 2002,Normal,0,2,2,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,no corridor,,2.3,,N,natural,England and Wales: 1976-1982,,
68,74,House,End-Terrace,66,73,247,198,3.1,41,2.4,68,42,445,418,163,107,74.95,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,40,0,"From main system, no cylinder thermostat",Average,Average,"Solid, limited insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.31,0,N,natural,England and Wales: 1996-2002,,
